Term	TermType	English	Turkish	Dutch	German	French	Italian	Portuguese	Spanish	Russian	Japanese	Korean
MagicPassInfoPopupStep2	0	<color=#FFC20F>Collect</color> keys	<color=#FFC20F>Anahtarları topla</color>	<color=#FFC20F>Verzamel</color> sleutels	<color=#FFC20F>Sammle</color> Schlüssel	<color=#FFC20F>Collectez</color> des clés	<color=#FFC20F>Raccogli</color> chiavi	<color=#FFC20F>Colete</color> chaves	<color=#FFC20F>Recoge</color> llaves	<color=#FFC20F>Собирайте</color> ключи	<color=#FFC20F>キーを集めよう</color>	<color=#FFC20F>수집</color> 열쇠
MagicPassInfoPopupStep3	0	Win amazing rewards!	Harika ödüller kazanın!	Win fantastische beloningen!	Gewinne fantastische Belohnungen!	Gagnez des récompenses incroyables !	Vinci premi fantastici!	Ganhe recompensas incríveis!	¡Gana increíbles recompensas!	Выигрывайте потрясающие награды!	素晴らしい報酬を手に入れよう！	멋진 보상을 받아가세요!
MagicPassIsFinished	0	Magic Pass is finished!	Sihirli Bilet sona erdi!	Magic Pass is voltooid!	MagicPass ist beendet!	Le Magic Pass est terminé !	Il MagicPass è terminato!	Magic Pass terminou!	¡El Magic Pass ha terminado!	Magic Pass завершен!	マジックパスが終了しました！	매직 패스가 완료되었습니다!
MagicPassOfferPlayOn	0	<color=#FFC20F>+1 Play On</color>	<color=#FFC20F>+1 Oynamaya Devam Et</color>	<color=#FFC20F>+1 Verder Spelen</color>	<color=#FFC20F>+1 Weiter Spielen</color>	<color=#FFC20F>+1 Partie en cours</color>	<color=#FFC20F>+1 Gioca Ancora</color>	<color=#FFC20F>+1 Jogar Agora</color>	<color=#FFC20F>+1 Jugar en</color>	<color=#FFC20F>+1 Пройти Дальше</color>	<color=#FFC20F>+1 プレイオン</color>	<color=#FFC20F>+1 Play On</color>
MagicPassOfferPlayOn2	0	<color=#FFACD4>for this level!</color>	<color=#FFACD4>bu seviye için!</color>	<color=#FFACD4>voor dit niveau!</color>	<color=#FFACD4>für dieses Level!</color>	<color=#FFACD4>pour ce niveau !</color>	<color=#FFACD4>per questo livello!</color>	<color=#FFACD4>para este nível!</color>	<color=#FFACD4>¡para este nivel!</color>	<color=#FFACD4>для этого уровня!</color>	<color=#FFACD4>このレベルのため!</color>	<color=#FFACD4>이 레벨에서!</color>
MagicPassOfferRefill	0	<color=#FFACD4>Unlock Special Rewards!</color>	<color=#FFACD4>Özel Ödülleri Açın!</color>	<color=#FFACD4>Ontgrendel Speciale Beloningen!</color>	<color=#FFACD4>Schalte besondere Belohnungen frei!</color>	<color=#FFACD4>Débloquez des récompenses spéciales !</color>	<color=#FFACD4>Sblocca Ricompense Speciali!</color>	<color=#FFACD4>Desbloqueie Recompensas Especiais!</color>	<color=#FFACD4>¡Desbloquea recompensas especiales!</color>	<color=#FFACD4>Откройте специальные награды!</color>	<color=#FFACD4>特別な報酬をアンロックしよう！</color>	<color=#FFACD4>특별 보상을 잠금 해제하세요!</color>
MagicPassTeamGotMagicPass	0	got <color=#FFC20F>Magic Pass!</color>	<color=#FFC20F>Sihirli Bilet</color> aldı!	heeft <color=#FFC20F>Magic Pass!</color> gekregen!	hat den <color=#FFC20F>Magic Pass!</color> erhalten!	a obtenu le <color=#FFC20F>Magic Pass!</color>	ha ottenuto il <color=#FFC20F>Magic Pass!</color>	ganhou o <color=#FFC20F>Passe Mágico!</color>	¡has obtenido el <color=#FFC20F>Pase Mágico!</color>	получил <color=#FFC20F>Magic Pass!</color>	<color=#FFC20F>マジックパス</color>を手に入れました！	<color=#FFC20F>매직 패스</color>를 받았습니다!
MagicPassTeamGotTheMagicPass	0	got the <color=#FFC20F>Magic Pass!</color>	<color=#FFC20F>Sihirli Bilet</color> aldı!	heeft de <color=#FFC20F>Magic Pass!</color> gekregen!	hat den <color=#FFC20F>Magic Pass!</color> bekommen!	a obtenu le <color=#FFC20F>Magic Pass !</color>	ha ottenuto il <color=#FFC20F>Magic Pass!</color>	recebeu o <color=#FFC20F>Passe Mágico!</color>	¡obtuvo el <color=#FFC20F>Pase Mágico!</color>	получил <color=#FFC20F>Волшебный Пропуск!</color>	<color=#FFC20F>マジックパス</color>を手に入れました！	<color=#FFC20F>매직 패스</color>를 획득했습니다!
MagicPassTeamIncomeYourGift	0	<color=#FFACD4>Your Gift</color>	<color=#FFACD4>Hediyeniz</color>	<color=#FFACD4>Jouw Geschenk</color>	<color=#FFACD4>Dein Geschenk</color>	<color=#FFACD4>Votre Cadeau</color>	<color=#FFACD4>Il tuo regalo</color>	<color=#FFACD4>Seu Presente</color>	<color=#FFACD4>Tu Regalo</color>	<color=#FFACD4>Ваш Подарок</color>	<color=#FFACD4>あなたのギフト</color>	<color=#FFACD4>당신의 선물</color>
MagicPassTooltipActivate	0	Activate the Magic Pass\nto get this reward!	Sihirli Bileti etkinleştir\nve bu ödülü al!	Activeer de Magic Pass om deze\nbeloning te ontvangen!	Aktiviere den Magic Pass,\num diese Belohnung zu erhalten!	Activez le Magic Pass pour\nobtenir cette récompense !	Attiva il Magic Pass per\nottenere questa ricompensa!	Ative o Magic Pass para\nobter esta recompensa!	Activa el Pase Mágico  \n¡para obtener esta recompensa!	Активируйте Magic Pass,\nчтобы получить эту награду!	マジックパスをアクティブにして、\nこの報酬を手に入れよう！	매직 패스를 활성화하여 이 \n보상을 받으세요!
MagicPassTooltipActivateFrame	0	Activate the Magic Pass\nto get this frame!	Sihirli Bileti etkinleştir\nbu çerçeveyi almak için!	Activeer de Magic Pass\nom dit kader te krijgen!	Aktivieren Sie den Magic Pass, um\ndiesen Rahmen zu erhalten!	Activez le Magic Pass pour\nobtenir ce cadre !	Attiva il Magic Pass  \nper ottenere questa cornice!	Ative o Passe Mágico para\nobter esta moldura!	Activa el Magic Pass para\nobtener este marco.	Активируйте Magic Pass,\nчтобы получить эту рамку!	マジックパスをアクティブにして、このフレー\nムを手に入れよう！	매직 패스를 활성화하여 이 \n프레임을 얻으세요!
MagicPassTooltipActivateName	0	Activate the Magic Pass\nto get this name!	Sihirli Bileti etkinleştir\nve bu ismi al!	Activeer de Magic Pass\nom deze naam te krijgen!	Aktiviere den Magic Pass, um diesen\nNamen zu erhalten!	Activez le Magic Pass\npour obtenir ce nom !	Attiva il Magic Pass\nper ottenere questo nome!	Ative o Passe Mágico para\nobter este nome!	Activa el Magic Pass\n¡para obtener este nombre!	Активируйте Magic Pass,\nчтобы получить это имя!	名前を手に入れるために\nマジックパスをアクティベートしてください！	매직 패스를 활성화하여 이 \n이름을 얻으세요!
MagicPassTooltipAlreadyCollected	0	This reward has already\nbeen collected!	Bu ödül zaten\ntoplanmış!	Deze beloning is al  \nverzameld!	Diese Belohnung wurde\nbereits eingesammelt!	Cette récompense a déjà été\ncollectée !	Questa ricompensa è\ngià stata riscossa!	Essa recompensa\njá foi coletada!	Este premio ya ha sido  \nreclamado.	Эта награда уже\nбыла получена!	この報酬はすでに受け\n取られています！	이미 보상을 받았습니다!
MagicPassTooltipCollectMore	0	Collect more keys\nto unlock this stage!	Daha fazla anahtar topla\nve bu aşamayı aç!	Verzamel meer sleutels om\ndit level te ontgrendelen!	Sammle mehr Schlüssel,\num diese Stufe freizuschalten!	Collectez plus de clés pour\ndéverrouiller ce niveau !	Raccogli più chiavi per\nsbloccare questo livello!	Colete mais chaves para \ndesbloquear esta fase!	Recoge más llaves para \ndesbloquear este nivel.	Соберите больше ключей, чтобы\nразблокировать этот этап!	さらなる鍵を集めて、このステー\nジをアンロックしよう！	이 스테이지를 해제하려면 더 \n많은 열쇠를 모으세요!
MagicPassTooltipCollectMorePaid	0	Collect more keys & activate\nMagic Pass to get this reward!	Daha fazla anahtar topla ve bu ödülü\nalmak için Sihirli Bileti etkinleştir!	Verzamel meer sleutels en activeer de \nMagic Pass om deze beloning te krijgen!	Sammle mehr Schlüssel & aktiviere den \nMagic Pass, um diese Belohnung zu erhalten!	Collectez plus de clés et activez le \nPasse Magique pour obtenir cette récompense !	Raccogli più chiavi e attiva il Magic Pass\nper ottenere questa ricompensa!	Colete mais chaves e ative o Magic Pass\npara receber esta recompensa!	¡Recoge más llaves y activa el Pase Mágico\npara obtener esta recompensa!	Соберите больше ключей и активируйте \nMagic Pass, чтобы получить эту награду!	さらに鍵を集めて、  \nMagic Passを有効にしてこの報酬を手に入れましょう！	더 많은 열쇠를 모아 Magic Pass\n를 활성화하여 이 보상을 받으세요!
MagicStreak	0	Magic Streak	Sihirli Seri	Magische Reeks	Magische Serie	Série Magique	Serie Magica	Série Mágica	Racha Mágica	Магическая серия	マジックストリーク	매직 스트릭
MagicStreakGaeInfoPopUpHeader	0	Beat levels without fail to get more rewards!	Seviyeleri başarısızlık yaşamadan geçerek daha fazla ödül kazanın!	Haal levels zonder te falen om meer beloningen te krijgen!	Schließe Level ohne Fehlversuche ab, um mehr Belohnungen zu erhalten!	Finissez les niveaux sans échec pour obtenir plus de récompenses !	Supera i livelli senza fallire per ottenere più ricompense!	Complete os níveis sem falhar para ganhar mais recompensas!	¡Supera los niveles sin fallar para obtener más recompensas!	Проходите уровни без потерь, чтобы получать больше наград!	レベルを失敗せずにクリアして、さらに多くの報酬を手に入れよう！	레벨을 실패 없이 완료하여 더 많은 보상을 받으세요!
MagicStreakGaeInfoPopUpStep1	0	Beat Levels \nwithout losing	Canlılarını kaybetmeden  \nbölümleri geç	Versla levels zonder te verliezen	Schließe Level ab, ohne zu verlieren	Terminez les niveaux sans perdre	Supera i livelli senza perdere	Complete os níveis sem perder	Supera los niveles sin perder	Пройдите уровни, не проигрывая	レベルを敗北せずにクリア	레벨을 클리어하세요 \n패배 없이
MagicStreakGaeInfoPopUpStep2	0	Increase your score multiplier!	Skor çarpanınızı artırın!	Verhoog je score vermenigvuldiger!	Erhöhe deinen Punktmultiplikator!	Augmentez votre multiplicateur de score !	Aumenta il moltiplicatore del tuo punteggio!	Aumente o seu multiplicador de pontuação!	¡Aumenta tu multiplicador de puntuación!	Увеличьте ваш множитель очков!	スコアの倍率を上げましょう！	점수 배율을 올리세요!
MagicStreakGaeInfoPopUpStep3	0	Win amazing rewards!	Harika ödüller kazan!	Win geweldige beloningen!	Gewinne fantastische Belohnungen!	Gagnez des récompenses incroyables !	Vinci premi straordinari!	Ganhe recompensas incríveis!	¡Gana premios increíbles!	Выигрывайте невероятные награды!	素晴らしい報酬を獲得しよう！	멋진 보상을 획득하세요!
MagicStreakGaeInfoPopUpStep4	0	Every fail resets your multiplier!	Her başarısızlık çarpanınızı sıfırlar!	Elke mislukking reset je vermenigvuldiger!	Jeder Fehler setzt deinen Multiplikator zurück!	Chaque échec réinitialise votre multiplicateur !	Ogni errore azzera il tuo moltiplicatore!	Cada erro reinicia o seu multiplicador!	¡Cada fallo reinicia tu multiplicador!	Каждое поражение сбрасывает ваш множитель!	失敗するたびに、マルチプライヤーがリセットされます！	매번 실패할 때마다 승수 배수가 초기화됩니다!
MagicStreakInfoPopupStep1	0	Beat Levels without <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>losing</color></material>	Seviyeleri <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>kaybetmeden</color></material> geçin	Voltooi levels zonder <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>te verliezen</color></material>	Schlage Level, ohne <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>zu verlieren</color></material>	Termine les niveaux sans <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>perdre</color></material>	Supera i livelli senza <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>perdere</color></material>	Complete os níveis sem <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>perder</color></material>	Supera los niveles sin <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>perder</color></material>	Пройдите уровни, не <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>проигрывая</color></material>	レベルをクリアする際に<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>失敗しない</color></material>	레벨을 <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>실패하지 않고</color></material>クリア하세요.
MagicStreakInfoPopupStep2	0	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Increase</color></material> your score multiplier!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Çarpan</color></material> puanınızı artırın!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Verhoog</color></material> je scorevermenigvuldiger!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Erhöhe</color></material> deinen Punktemultiplikator!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Augmentez</color></material> votre multiplicateur de score !	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Aumenta</color></material> il tuo moltiplicatore di punteggio!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Aumente</color></material> o seu multiplicador de pontuação!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>¡Aumenta</color></material> tu multiplicador de puntuación!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Увеличьте</color></material> множитель вашего очка!	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>スコア倍率を上げよう！</color></material>	<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>점수 배수</color></material>를 높이세요!
MagicStreakInfoPopupStep3	0	Earn more <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>hats</color></material> than others!	Diğerlerinden daha fazla <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>şapka</color></material> kazanın!	Verdien meer <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>hoeden</color></material> dan anderen!	Verdiene mehr <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>Hüte</color></material> als die anderen!	Gagnez plus de <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>chapeaux</color></material> que les autres !	Ottieni più <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>cappelli</color></material> degli altri!	Ganhe mais <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>chapéus</color></material> do que os outros!	¡Gana más <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>sombreros</color></material> que los demás!	Заработайте больше <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>шляп</color></material>, чем другие!	他のプレイヤーより多くの<material=Freight-SansBlack SDF-Orange><color=#F5BD0A>帽子</color></material>を手に入れよう！	다른 사람들보다 더 많은 <material=Freight-SansBlack SDF-Orange><color=#F5BD0A>모자</color></material>를 얻으세요!
MagicStreakInfoPopupWarning	0	Every fail reset your multiplier!	Her başarısızlık çarpanınızı sıfırlar!	Elke mislukking reset je multiplier!	Jeder Fehler setzt deinen Multiplikator zurück!	Chaque échec réinitialise votre multiplicateur !	Ogni errore azzera il tuo moltiplicatore!	Cada falha redefine o seu multiplicador!	Cada fallo reinicia tu multiplicador.	Каждое поражение сбрасывает ваш множитель!	すべての失敗が倍率をリセットします！	실패할 때마다 배수가 초기화됩니다!
